id,value
Ap.Fighters .Us,2207
Ap.Attackers .Us,2797
Ap.Transports .Us,5366
Ap.Trainers .Us,2809
Ap.Helicopters .Us,5884
Ap.Attack Helicopters.Us,920
Ap.Fighters .China,1166
Ap.Attackers .China,1311
Ap.Transports .China,698
Ap.Trainers .China,352
Ap.Helicopters .China,758
Ap.Attack Helicopters.China,173
