Company,new_foreign_worker_count
WEST,20
ACCENTURE,20
VIRTUSA,22
CSG,24
PHYSICIANS,24
THE,28
BLUE,35
UNION,40
COGNIZANT,50
WIPRO,52
UNIVERSITY,69
TECH,76
BOARD,86
"PROKARMA,",112
INFOSYS,199
