Company,new_foreign_worker_count
IBM,22
TECH,28
NTT,37
INFOSYS,46
DELOITTE,53
COGNIZANT,54
HUMANA,55
V-SOFT,56
COOLSOFT,61
WIPRO,82
UNIVERSITY,83
UNIVERSITYa,126
SYNTEL,137
TATA,181
TECHaa,184
