Company,new_foreign_worker_count
BIRLASOFT,5
WORLD,5
PERSISTENT,5
KEURIG,7
UNIVERSITY,8
"CYIENT,",9
GLOBALFOUNDRIES,11
DEALER,12
L&T,13
COGNIZANT,16
NTT,18
THE,19
L,22
INFOSYS,29
THEa,50
