Company,new_foreign_worker_count
JOHNSON,67
SYNTEL,70
BIRLASOFT,76
MARSHFIELD,89
EPIC,98
L&T,106
IBM,127
TATA,161
TECH,163
ACCENTURE,165
COGNIZANT,186
WIPRO,199
UNIVERSITY,221
CAPGEMINI,464
INFOSYS,700
