Company,new_foreign_worker_count
UST,127
TATA,132
NEXUS,151
UNIVERSITY,151
COGNIZANT,162
ERNST,173
ACCENTURE,177
USTa,178
IBM,179
INFOSYS,213
DELOITTE,256
WIPRO,345
CAPGEMINI,367
HEXAWARE,407
CAPITAL,479
