Company,new_foreign_worker_count
ALLIED,163
"AIRWATCH,",165
TEK,174
WIPRO,187
ADROIX,198
CAPGEMINI,231
HEXAWARE,286
DELOITTE,365
EMORY,378
ACCENTURE,519
TATA,594
IBM,627
TECH,707
INFOSYS,911
CAPGEMINIa,2097
