Company,new_foreign_worker_count
INTEL,41
ADVANTAGE,45
HCL,47
ACCENTURE,59
UNIVERSITY,60
TATA,65
SYNTEL,69
IBM,75
COGNIZANT,80
OREGON,93
OREGONa,104
"NIKE,",137
WIPRO,274
INFOSYS,424
INTELaa,526
