Company,new_foreign_worker_count
CHELSOFT,31
L&T,32
GARMIN,35
CYBERBRAINS,36
BLACK,49
OBJECT,50
THE,63
ACCENTURE,73
SPRINT,77
THEa,84
TECH,89
CAPGEMINI,92
KANSAS,94
IBM,105
INFOSYS,141
