Company,new_foreign_worker_count
IBM,170
NORTH,174
DUKE,178
DB,179
"SYNECHRON,",193
RANDSTAD,203
COGNIZANT,205
BANK,258
HCL,264
ACCENTURE,377
WIPRO,381
TATA,560
IBMa,725
CAPGEMINI,834
INFOSYS,1757
