Company,new_foreign_worker_count
FACTSET,93
UNIVERSITY,115
IGATE,124
BIRLASOFT,134
TECH,136
LARSEN,146
COGNIZANT,179
WIPRO,275
YALE,280
LARSENa,366
TATA,402
GSS,403
ACCENTURE,585
CAPGEMINI,695
INFOSYS,715
