Company,new_foreign_worker_count
DEMING,14
NEW,15
COGNIZANT,15
MANAGEMENT,16
SIERRA,16
HEALTH,21
NEWa,24
INFOSYS,26
UNIVERSITY,27
UNIVERSITYaa,30
SPERIDIAN,40
GALLUP,42
PRESBYTERIAN,46
"BENEFITALIGN,",70
LOS,80
