Company,new_foreign_worker_count
ALLEGIANT,15
ZAPPOS,15
MGM,17
UNIVERSITY,19
TESLA,19
GAMEJAVA,21
IGTa,22
TECH,23
VERTISYSTEM,23
BALLY,32
BALLYaa,34
CAPGEMINI,38
WIPRO,38
COGNIZANT,59
UNIVERSITYaaa,70
