Company,new_foreign_worker_count
SAP,160
DELOITTE,178
RAMP,243
COGNIZANT,266
UNIVERSITY,291
IBM,303
PEOPLE,305
WIPRO,331
TRUSTEES,379
SDLC,410
ACCENTURE,479
CAPGEMINI,507
TATA,702
INFOSYS,714
DELOITTEa,2098
