Company,new_foreign_worker_count
BODYBUILDING.COM,7
EXPERIS,7
MICRON,8
INTEL,9
SEMICONDUCTOR,9
HP,9
IDAHO,18
HCL,18
WIPRO,25
BATTELLE,27
BOISE,27
UNIVERSITY,33
TATA,37
IBM,139
MICRONa,235
