Company,new_foreign_worker_count
IBM,27
TRANSAMERICA,30
LAUNCH,30
L&T,33
AMES,39
NCS,41
COGNIZANT,43
HCL,47
INFOSYS,47
ADAMAS,52
PIONEER,55
ROCKWELL,65
TATA,68
IOWA,122
THE,236
