Company,new_foreign_worker_count
MINDTREE,58
CAPGEMINI,87
COGNIZANT,110
WIPRO,137
ARIZONA,145
THE,149
ACCENTURE,165
SYNTEL,174
INTEL,186
"INTRAEDGE,",240
IBM,256
AMERICAN,359
TATA,411
SYNTELa,412
INFOSYS,1273
