Company,new_foreign_worker_count
TATA,22
"GOLDMAN,",23
CONNVERTEX,23
IBM,24
FATPIPE,25
COGNIZANT,28
INNOVECTUREa,28
IGATE,35
UTAH,37
"OVERSTOCK.COM,",72
IM,74
CAPGEMINI,84
"GOLDMAN,aa",134
UNIVERSITY,194
INFOSYS,367
