Company,new_foreign_worker_count
CAPGEMINI,102
BALTIMORE,103
NORTHSTAR,105
UNIVERSITY,106
WIPRO,106
TATA,111
HUGHES,121
"INOVALON,",133
INFOSYS,136
AKVARR,144
ACCENTURE,158
THE,192
UNIVERSITYa,201
JOHNS,208
NATIONAL,342
