Company,new_foreign_worker_count
REGIONS,17
SLK,18
INFOSYS,19
PROFESSIONAL,23
"CAPTEVO,",23
ARCEAN,23
ERNST,23
THE,37
KEYMOUZ,41
UNIV.,44
SIGILINFOTECH,47
AUBURN,61
SLRI,71
LUCENT,94
THEa,216
