Company,new_foreign_worker_count
NORTHEAST,2
JONAM,3
COGENT,3
CAPGEMINI,4
MONTANA,4
UNIVERSITY,4
SAGITEC,5
DELOITTE,5
BILLINGS,5
NATIONAL,8
ORACLE,10
BENEFIS,10
THE,14
COGNIZANT,17
MONTANAa,24
