Company,new_foreign_worker_count
S.,22
TECH,24
TATA,24
UNIVERSITY,27
CAPGEMINI,27
CGI,31
IGATE,32
ACCENTURE,34
INFOSYTECH,40
LSU,40
LSUa,41
THE,44
LOUISIANA,62
COMTEC,169
IBM,223
