Company,new_foreign_worker_count
DELOITTE,147
L&T,148
COGNIZANT,179
TECH,191
SUDHI,208
ERP,217
NEUMERIC,229
IBM,232
JPMORGAN,252
THE,269
ACCENTURE,367
WIPRO,413
INFOSYS,462
CAPGEMINI,633
TATA,832
