Company,new_foreign_worker_count
ECHOSTAR,57
DENVER,63
HCL,68
"PROKARMA,",73
ARROW,74
DISH,84
COGNIZANT,91
ACCENTURE,95
IBM,98
DELOITTE,114
CAPGEMINI,148
TATA,239
WIPRO,298
UNIVERSITY,316
INFOSYS,480
