Company,new_foreign_worker_count
HCL,27
DASSAULT,27
PROVIDENCE,27
UNIVERSITY,27
COGNIZANT,29
UNIVERSITYa,30
CITIZENS,40
DELL,43
ALTIMETRIK,51
IBM,51
BROWN,61
CAPGEMINI,63
TATA,125
CVS,133
INFOSYS,505
