Id,Id2,Geography,TargetGeoId,TargetGeoId2,Geographicarea,Geographicarea,Population,Housingunits,AreainsquaremilesTotal,AreainsquaremilesWater,AreainsquaremilesLand,DensitypersquaremilelandPopulation,DensitypersquaremilelandHousingunits
0500000US06075,6075,"San Francisco County, California",1400000US06075035100,6075035100,San Francisco County - Census Tract 351,Census Tract 351,7842,2895,0.36,0,0.36,21936.8,8098.3
0500000US06075,6075,"San Francisco County, California",1400000US06075035201,6075035201,San Francisco County - Census Tract 352.01,Census Tract 352.01,5300,1975,0.61,0.24,0.36,14620.4,5448.2
0500000US06075,6075,"San Francisco County, California",1400000US06075035202,6075035202,San Francisco County - Census Tract 352.02,Census Tract 352.02,4322,1891,0.14,0,0.14,30052.8,13149
0500000US06075,6075,"San Francisco County, California",1400000US06075035300,6075035300,San Francisco County - Census Tract 353,Census Tract 353,7226,2557,0.44,0,0.44,16601.4,5874.6
0500000US06075,6075,"San Francisco County, California",1400000US06075035400,6075035400,San Francisco County - Census Tract 354,Census Tract 354,6691,2488,0.61,0.22,0.4,16753.7,6229.8
0500000US06075,6075,"San Francisco County, California",1400000US06075040100,6075040100,San Francisco County - Census Tract 401,Census Tract 401,4088,2022,0.16,0,0.16,25232,12480.2
0500000US06075,6075,"San Francisco County, California",1400000US06075040200,6075040200,San Francisco County - Census Tract 402,Census Tract 402,5191,2559,0.21,0,0.21,25254.8,12449.8
0500000US06075,6075,"San Francisco County, California",1400000US06075042601,6075042601,San Francisco County - Census Tract 426.01,Census Tract 426.01,3687,1855,0.11,0,0.11,32509.4,16356.1
0500000US06075,6075,"San Francisco County, California",1400000US06075042602,6075042602,San Francisco County - Census Tract 426.02,Census Tract 426.02,3243,1548,0.13,0,0.13,25258,12056.6
0500000US06075,6075,"San Francisco County, California",1400000US06075042700,6075042700,San Francisco County - Census Tract 427,Census Tract 427,5326,2576,0.16,0,0.16,33804.1,16349.9
0500000US06075,6075,"San Francisco County, California",1400000US06075042800,6075042800,San Francisco County - Census Tract 428,Census Tract 428,2376,1008,0.33,0.12,0.21,11158,4733.7
0500000US06075,6075,"San Francisco County, California",1400000US06075045100,6075045100,San Francisco County - Census Tract 451,Census Tract 451,4996,2290,0.15,0,0.15,33670.2,15433.3
0500000US06075,6075,"San Francisco County, California",1400000US06075045200,6075045200,San Francisco County - Census Tract 452,Census Tract 452,6474,2980,0.23,0,0.23,28366.7,13057.3
0500000US06075,6075,"San Francisco County, California",1400000US06075047600,6075047600,San Francisco County - Census Tract 476,Census Tract 476,5137,2338,0.2,0,0.2,25070.5,11410.3
0500000US06075,6075,"San Francisco County, California",1400000US06075047701,6075047701,San Francisco County - Census Tract 477.01,Census Tract 477.01,4334,2019,0.14,0,0.14,30861.5,14376.9
0500000US06075,6075,"San Francisco County, California",1400000US06075047702,6075047702,San Francisco County - Census Tract 477.02,Census Tract 477.02,3824,1667,0.14,0,0.14,28074,12238.3
0500000US06075,6075,"San Francisco County, California",1400000US06075047801,6075047801,San Francisco County - Census Tract 478.01,Census Tract 478.01,4005,1770,0.18,0,0.18,21794.5,9632
0500000US06075,6075,"San Francisco County, California",1400000US06075047802,6075047802,San Francisco County - Census Tract 478.02,Census Tract 478.02,3656,1617,0.13,0,0.13,27893.9,12337.1
0500000US06075,6075,"San Francisco County, California",1400000US06075047901,6075047901,San Francisco County - Census Tract 479.01,Census Tract 479.01,6400,2893,2.03,1.58,0.45,14208.8,6422.8
0500000US06075,6075,"San Francisco County, California",1400000US06075047902,6075047902,San Francisco County - Census Tract 479.02,Census Tract 479.02,3536,1631,0.15,0,0.15,23025.6,10620.7
0500000US06075,6075,"San Francisco County, California",1400000US06075060100,6075060100,San Francisco County - Census Tract 601,Census Tract 601,3235,1160,10.2,7.84,2.36,1371.6,491.8
0500000US06075,6075,"San Francisco County, California",1400000US06075060400,6075060400,San Francisco County - Census Tract 604,Census Tract 604,1689,1052,2.63,0.93,1.7,995.1,619.8
0500000US06075,6075,"San Francisco County, California",1400000US06075060502,6075060502,San Francisco County - Census Tract 605.02,Census Tract 605.02,3216,1005,0.11,0,0.11,30131.7,9416.2
0500000US06075,6075,"San Francisco County, California",1400000US06075060700,6075060700,San Francisco County - Census Tract 607,Census Tract 607,9083,4751,1.13,0.33,0.8,11298.9,5910.1
0500000US06075,6075,"San Francisco County, California",1400000US06075061000,6075061000,San Francisco County - Census Tract 610,Census Tract 610,3610,1334,1.17,0.33,0.84,4310.6,1592.9
0500000US06075,6075,"San Francisco County, California",1400000US06075061100,6075061100,San Francisco County - Census Tract 611,Census Tract 611,4307,2351,0.09,0,0.09,46506.2,25385.7
0500000US06075,6075,"San Francisco County, California",1400000US06075061200,6075061200,San Francisco County - Census Tract 612,Census Tract 612,4089,1235,0.17,0,0.17,24458.1,7387.1
0500000US06075,6075,"San Francisco County, California",1400000US06075061400,6075061400,San Francisco County - Census Tract 614,Census Tract 614,5395,2552,0.31,0,0.31,17514.9,8285.1
0500000US06075,6075,"San Francisco County, California",1400000US06075061500,6075061500,San Francisco County - Census Tract 615.00,Census Tract 615.00,11502,8255,0.81,0.17,0.64,17841.6,12804.9
0500000US06075,6075,"San Francisco County, California",1400000US06075980200,6075980200,San Francisco County - Census Tract 9802,Census Tract 9802,320,68,0.7,0.3,0.39,810.5,172.2
0500000US06075,6075,"San Francisco County, California",1400000US06075980300,6075980300,San Francisco County - Census Tract 9803,Census Tract 9803,171,37,1.84,0.16,1.68,101.9,22.1
0500000US06075,6075,"San Francisco County, California",1400000US06075980401,6075980401,San Francisco County - Census Tract 9804.01,Census Tract 9804.01,0,1,95.72,95.56,0.16,0,6.2
0500000US06075,6075,"San Francisco County, California",1400000US06075980501,6075980501,San Francisco County - Census Tract 9805.01,Census Tract 9805.01,797,229,0.62,0,0.61,1302.3,374.2
0500000US06075,6075,"San Francisco County, California",1400000US06075980600,6075980600,San Francisco County - Census Tract 9806,Census Tract 9806,467,163,1.6,0.78,0.82,567.2,198
0500000US06075,6075,"San Francisco County, California",1400000US06075980900,6075980900,San Francisco County - Census Tract 9809,Census Tract 9809,350,160,1.49,0.1,1.38,252.8,115.5
0500000US06075,6075,"San Francisco County, California",1400000US06075990100,6075990100,San Francisco County - Census Tract 9901,Census Tract 9901,0,0,27.39,27.39,0,,
