Company,new_foreign_worker_count
NOKIA,72
DELL,75
MUY,80
INTEL,100
DELOITTE,110
ERICSSON,115
MUYa,129
FUJITSU,135
TEXAS,140
NTT,168
MUYaa,177
TECH,258
MUYaaa,320
INFOSYS,1181
COGNIZANT,4256
