Company,new_foreign_worker_count
ARKANSAS,5
SOUTHERN,5
PRIME,6
J.B.,6
LISA,6
ACXIOM,7
PEARLSOFT,8
PROTECH,8
LIBERTYCOM,9
UNIVERSITY,10
L.J.,16
UNIVERSITYa,16
WAL-MART,41
WAYNE,56
George's,234
