Company,new_foreign_worker_count
MEMORIAL,1
Synertx,1
MEMORIALa,1
Rocky,1
SPRING,1
J.R.,1
OCI,1
Memorial,1
CHEYENNE,3
CBV,3
ELK,3
UNIVERSITY,5
CHEYENNEaa,6
