Company,new_foreign_worker_count
VIRTUE,34
AGILITY,35
ROGER,39
SMARTSOFT,40
DELOITTE,49
GWINNETT,50
GULFSTREAM,50
TATUM,50
NIIT,56
MANHATTAN,73
KOCH,111
KOCHa,119
WAYNE,178
HARRISON,183
NORMAN,375
