Company,new_foreign_worker_count
AMZUR,14
DECIPHER,15
VCARVE,15
KEEN,18
ORACLE,18
AMERICAN,18
UNIVERSITY,26
FLORIDA,31
DELOITTE,32
NIC,36
UNIVERSITYa,43
MUY,55
SYSTEM,71
PURE,77
KFORCE,247
