Company,new_foreign_worker_count
COMANCHE,3
HALLIBURTON,4
TULSA,4
DECISION,4
NAVICOa,4
DEPT,4
JOHN,4
DEVON,5
POWER,5
SKY,6
SEAGATE,6
ONEOK,6
OKLAHOMA,8
UNIVERSITY,20
THE,27
