Company,new_foreign_worker_count
BEE,1
ULTIMATE,1
GENESIS,1
RENAL,2
MYLAN,2
Z&S,3
CHARLESTON,3
MOUNTAIN,3
AMERICAN,3
THS,4
UNITED,4
WHEELING,5
MARSHALL,6
ST.,9
WEST,33
