Company,new_foreign_worker_count
United,4
JEMEZ,4
SAN,5
SANTA,5
DEMING,7
ESPANOLA,7
MUY,8
NEW,9
UNIVERSITY,10
PRESBYTERIAN,10
APOGEE,11
CENTRAL,15
ZUNI,16
SPERIDIAN,31
GALLUP,45
