Company,new_foreign_worker_count
"SYNOPSYS,",6
APPLIED,6
NVIDIA,6
EBAY,6
TRIQUINT,7
MENTOR,7
LAM,8
INTEL,8
PEACEHEALTHa,8
UNIVERSITY,8
OREGON,15
"NIKE,",15
WHI,15
INTELaa,27
INTELaaa,889
