Company,new_foreign_worker_count
"AFFIRM,",1
NORTHERN,1
CITICORP,1
RAPID,1
INTEGRITY,2
DAKOTA,2
RIVERVIEW,2
Painters,2
Painter's,2
SOUTH,3
My3Tech,4
SOUTHa,4
THE,5
SANFORD,12
AVERA,12
