Company,new_foreign_worker_count
INTONE,62
MINDTREE,62
KPIT,64
"CYBERTHINK,",70
ORION,71
3I,71
NATSOFT,82
FIRST,86
Polaris,95
HEXAWARE,105
LARSEN,181
COMPUNNEL,217
HCL,259
IGATE,594
WIPRO,847
