Company,new_foreign_worker_count
CAPITAL,35
ENOVA,36
GLOBAL,38
"CAREMARK,",38
ABBVIE,39
CATERPILLAR,40
ELITE,42
SAVVY,42
DISCOVER,50
SEARS,54
YASH,68
LEAD,71
DELOITTE,83
CAPGEMINI,129
CAPGEMINIa,366
