Company,new_foreign_worker_count
HENRY,46
FCA,46
ENGINEERING,50
SYNTEL,55
MIRACLE,61
ALTAIR,61
CW,63
GENERAL,63
UNIVERSITY,64
TECHNOSOFT,75
CSC,77
HCL,79
HCLa,103
RELIABLE,114
HTC,128
