Company,new_foreign_worker_count
INTUITa,199
NVIDIA,217
"PAYPAL,",228
SYMANTEC,233
BROADCOM,254
"VMWARE,",274
LINKEDIN,337
SALESFORCE.COMaa,351
ORACLE,581
"FACEBOOK,",606
CISCO,705
YAHOO!,709
INTEL,846
APPLE,971
GOOGLE,1473
