Company,new_foreign_worker_count
"NORDSTROM,",24
PEOPLE,25
EBAY,26
INTEL,33
OSLO,33
UNIVERSITY,38
STARBUCKS,38
LENORA,41
AMAZON,76
"FACEBOOK,",76
GOOGLE,84
"EXPEDIA,",99
HCL,107
AMAZONa,1539
MICROSOFT,3033
