Company,new_foreign_worker_count
MICROSOFT,32
COLLABORATE,43
INTEL,48
THE,49
ORACLE,49
AKAMAI,49
AVCO,50
"STAPLES,",58
VIRTUSA,65
"ECLINICALWORKS,",79
SAPIENT,80
PATNI,113
EMC,129
THEa,162
RANDSTAD,290
