Company,new_foreign_worker_count
PROVIDENCE,2
BROWN,2
ROGER,2
Smart,2
COASTAL,3
"CAREMARK,",3
"SECUREWORKS,",3
FM,3
UNIVERSITY,3
RHODE,4
LANDSCAPE,7
DASSAULT,8
CITIZENS,11
FMR,17
CVS,72
