Company,new_foreign_worker_count
CALAIS,2
ST.,2
Gyawali,2
BATES,3
GVS,3
BOWDOIN,3
PENOBSCOT,3
UNIVERSITY,4
"L.L.BEAN,",4
FAIRCHILD,4
UNIVERSITYa,5
IDEXX,5
ST.aa,7
EASTERN,13
RITE,14
