Company,new_foreign_worker_count
ARUP,5
FLSmidth,5
NITYA,5
UTAH,5
IHC,5
FMR,7
FATPIPE,10
CONNVERTEX,10
ORACLE,11
ZIONS,12
IM,16
ADOBE,21
GOLDMAN,22
UNIVERSITY,26
OVERSTOCK.COMa,28
