Company,new_foreign_worker_count
6TUBA,15
"Humac,",16
ARIZONA,17
"CAREMARK,",17
"AVNET,",18
Fyffe,20
AXWAY,21
MINDTREE,22
KOLLA,26
BANNER,26
MICROCHIP,28
FREESCALE,42
"INTRAEDGE,",91
AMERICAN,100
INTEL,209
