Company,new_foreign_worker_count
Online,1
APOGEE,1
DELOITTE,2
Z,2
"MELALEUCA,",2
SCHWEITZER,2
APPLIED,2
J.R.,2
IDAHO,3
SEMICONDUCTOR,3
BODYBUILDINGCOM,3
BOISE,4
UNIVERSITY,9
INTEL,11
MICRON,71
