Company,new_foreign_worker_count
ZLC,1
Clark,1
ORACLE,1
Benefis,1
SUNTI,1
Gardiner,2
APPLIED,2
MONTANA,3
Red,3
NORTHEAST,4
BILLINGS,4
AON,5
DAMERON,5
THE,6
Billings,8
