Company,new_foreign_worker_count
JEFFERSON,3
UNIVERSITY,4
APPALACHIAN,4
XEROX,4
Pomeroy,4
COMMONWEALTH,4
KENTUCKY,5
H3,5
PIKEVILLE,6
SUMMIT,8
UNIVERSITYa,23
3B,44
HUMANAaa,48
COOLSOFT,54
V-SOFT,182
