Company,new_foreign_worker_count
THE,19
NATIONWIDE,21
FAST,21
APOGEE,22
DIZER,29
YASHCO,30
INFORMATION,31
SOGETI,31
CARDINAL,36
CLEVELAND,44
THEa,45
ERP,46
MUY,56
JP,86
KOCH,228
