Position,Track Name,Artist,Streams,ADMIN
3,First Time,Kygo,144730,Norway
4,Tuesday,Burak Yeter,122211,Norway
5,Symphony (feat. Zara Larsson),Clean Bandit,122161,Norway
6,It Ain't Me (with Selena Gomez),Kygo,111006,Norway
7,I'm the One,DJ Khaled,110889,Norway
8,Shape of You,Ed Sheeran,99071,Norway
9,Good Life (with G-Eazy & Kehlani),G-Eazy,95523,Norway
10,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,90167,Norway
1,Despacito (Featuring Daddy Yankee),Luis Fonsi,124374,Italy
2,Shape of You,Ed Sheeran,114467,Italy
3,SUBEME LA RADIO,Enrique Iglesias,92857,Italy
4,Something Just Like This,The Chainsmokers,91697,Italy
5,Despacito - Remix,Luis Fonsi,88906,Italy
6,Believer,Imagine Dragons,78741,Italy
7,Symphony (feat. Zara Larsson),Clean Bandit,72707,Italy
8,It Ain't Me (with Selena Gomez),Kygo,72060,Italy
9,You Don't Know Me - Radio Edit,Jax Jones,68547,Italy
10,Occidentali's Karma - Radio Edit,Francesco Gabbani,64193,Italy
1,Despacito - Remix,Luis Fonsi,4138,Lithuania
2,Shape of You,Ed Sheeran,3015,Lithuania
3,HUMBLE.,Kendrick Lamar,3009,Lithuania
4,It Ain't Me (with Selena Gomez),Kygo,2791,Lithuania
5,Passionfruit,Drake,2760,Lithuania
6,Something Just Like This,The Chainsmokers,2609,Lithuania
7,Symphony (feat. Zara Larsson),Clean Bandit,2577,Lithuania
8,Stay (with Alessia Cara),Zedd,2565,Lithuania
9,There's Nothing Holdin' Me Back,Shawn Mendes,2467,Lithuania
10,I'm the One,DJ Khaled,2234,Lithuania
1,Shape of You,Ed Sheeran,198652,Philippines
2,Something Just Like This,The Chainsmokers,178848,Philippines
3,That's What I Like,Bruno Mars,174715,Philippines
4,Say You Won't Let Go,James Arthur,142826,Philippines
5,Stay (with Alessia Cara),Zedd,135557,Philippines
6,Versace On The Floor,Bruno Mars,134333,Philippines
7,Symphony (feat. Zara Larsson),Clean Bandit,129362,Philippines
8,I'm the One,DJ Khaled,118655,Philippines
9,Good Life (with G-Eazy & Kehlani),G-Eazy,117125,Philippines
10,It Ain't Me (with Selena Gomez),Kygo,106746,Philippines
1,Something Just Like This,The Chainsmokers,32333,Taiwan
2,Shape of You,Ed Sheeran,24668,Taiwan
3,Stay (with Alessia Cara),Zedd,21529,Taiwan
4,Good Life (with G-Eazy & Kehlani),G-Eazy,21388,Taiwan
5,Symphony (feat. Zara Larsson),Clean Bandit,20488,Taiwan
6,It Ain't Me (with Selena Gomez),Kygo,17926,Taiwan
7,The Cure,Lady Gaga,17633,Taiwan
8,"????? - ???""????""??",Nana Lee,17088,Taiwan
9,Despacito - Remix,Luis Fonsi,16896,Taiwan
10,Paris,The Chainsmokers,16277,Taiwan
1,HUMBLE.,Kendrick Lamar,57782,New Zealand
2,I'm the One,DJ Khaled,53850,New Zealand
3,Shape of You,Ed Sheeran,34467,New Zealand
4,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,31038,New Zealand
5,Options,Pitbull,31025,New Zealand
6,That's What I Like,Bruno Mars,29754,New Zealand
7,Passionfruit,Drake,29568,New Zealand
8,Slide,Calvin Harris,29471,New Zealand
9,Stay (with Alessia Cara),Zedd,28955,New Zealand
10,Mask Off,Future,28801,New Zealand
1,Despacito - Remix,Luis Fonsi,3160,Estonia
2,Shape of You,Ed Sheeran,2845,Estonia
3,HUMBLE.,Kendrick Lamar,2782,Estonia
4,Symphony (feat. Zara Larsson),Clean Bandit,2319,Estonia
5,It Ain't Me (with Selena Gomez),Kygo,2285,Estonia
6,Something Just Like This,The Chainsmokers,2264,Estonia
7,Mask Off,Future,2234,Estonia
8,Passionfruit,Drake,2210,Estonia
9,Stay (with Alessia Cara),Zedd,2086,Estonia
10,I'm the One,DJ Khaled,1926,Estonia
1,Shape of You,Ed Sheeran,63157,Turkey
2,Mi Gna (feat. Spitakci Hyko),Super Sako,41706,Turkey
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,36830,Turkey
4,Despacito - Remix,Luis Fonsi,34735,Turkey
5,Mask Off,Future,31741,Turkey
6,It Ain't Me (with Selena Gomez),Kygo,31712,Turkey
7,You Don't Know Me - Radio Edit,Jax Jones,29738,Turkey
8,Believer,Imagine Dragons,28806,Turkey
9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,28170,Turkey
10,Human,Rag'n'Bone Man,26535,Turkey
1,HUMBLE.,Kendrick Lamar,2467493,United States
2,I'm the One,DJ Khaled,2378884,United States
3,Despacito - Remix,Luis Fonsi,1708718,United States
4,DNA.,Kendrick Lamar,1586491,United States
5,Mask Off,Future,1430058,United States
6,XO TOUR Llif3,Lil Uzi Vert,1427178,United States
7,iSpy (feat. Lil Yachty),KYLE,1051855,United States
8,LOVE. FEAT. ZACARI.,Kendrick Lamar,1041876,United States
9,Passionfruit,Drake,1025578,United States
10,ELEMENT.,Kendrick Lamar,987422,United States
1,Felices los 4,Maluma,7411,El Salvador
2,Me Rehúso,Danny Ocean,7325,El Salvador
3,Despacito - Remix,Luis Fonsi,6722,El Salvador
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,6146,El Salvador
5,Shape of You,Ed Sheeran,6075,El Salvador
6,Ahora Dice,Chris Jeday,5083,El Salvador
7,Sigo Extrañándote,J Balvin,4988,El Salvador
8,Escápate Conmigo,Wisin,4654,El Salvador
9,El Amante,Nicky Jam,4625,El Salvador
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,4424,El Salvador
1,Shape of You,Ed Sheeran,24687,Costa Rica
2,Me Rehúso,Danny Ocean,22355,Costa Rica
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,21601,Costa Rica
4,Despacito - Remix,Luis Fonsi,19311,Costa Rica
5,El Amante,Nicky Jam,14408,Costa Rica
6,Felices los 4,Maluma,13369,Costa Rica
7,Otra Vez (feat. J Balvin),Zion & Lennox,13103,Costa Rica
8,Ahora Dice,Chris Jeday,12745,Costa Rica
9,SUBEME LA RADIO,Enrique Iglesias,12494,Costa Rica
10,Sigo Extrañándote,J Balvin,11912,Costa Rica
1,Despacito - Remix,Luis Fonsi,371438,Germany
2,Shape of You,Ed Sheeran,288638,Germany
3,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,288314,Germany
4,Something Just Like This,The Chainsmokers,238588,Germany
5,It Ain't Me (with Selena Gomez),Kygo,232717,Germany
6,Symphony (feat. Zara Larsson),Clean Bandit,231566,Germany
7,Tuesday,Burak Yeter,231325,Germany
8,I'm the One,DJ Khaled,224667,Germany
9,You Don't Know Me - Radio Edit,Jax Jones,221680,Germany
10,Galway Girl,Ed Sheeran,218075,Germany
1,Me Rehúso,Danny Ocean,160434,Chile
2,Escápate Conmigo,Wisin,120638,Chile
3,Despacito - Remix,Luis Fonsi,119489,Chile
4,Felices los 4,Maluma,117323,Chile
5,Despacito (Featuring Daddy Yankee),Luis Fonsi,103265,Chile
6,Ahora Dice,Chris Jeday,100569,Chile
7,Shape of You,Ed Sheeran,99811,Chile
8,El Amante,Nicky Jam,88331,Chile
9,Sigo Extrañándote,J Balvin,85559,Chile
10,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,81764,Chile
1,Shape of You,Ed Sheeran,15587,Japan
2,Something Just Like This,The Chainsmokers,12221,Japan
3,Stay (with Alessia Cara),Zedd,12059,Japan
4,Despacito - Remix,Luis Fonsi,10208,Japan
5,I'm the One,DJ Khaled,9452,Japan
6,It Ain't Me (with Selena Gomez),Kygo,9223,Japan
7,Good Life (with G-Eazy & Kehlani),G-Eazy,9005,Japan
8,Closer,The Chainsmokers,8793,Japan
9,Symphony (feat. Zara Larsson),Clean Bandit,8707,Japan
10,That's What I Like,Bruno Mars,8562,Japan
1,Despacito - Remix,Luis Fonsi,472538,Brazil
2,Shape of You,Ed Sheeran,317774,Brazil
3,Vai Embrazando,Mc Zaac,317546,Brazil
4,Você Partiu Meu Coração,Nego do Borel,256969,Brazil
5,O Grave Bater,MC Kevinho,249824,Brazil
6,Despacito (Featuring Daddy Yankee),Luis Fonsi,240519,Brazil
7,Hear Me Now,Alok,229792,Brazil
8,Joga o Bum Bum Tamtam,MC Fioti,220861,Brazil
9,Te Assumi Pro Brasil - Ao Vivo,Matheus & Kauan,206124,Brazil
10,Loka,Simone & Simaria,202137,Brazil
1,Me Rehúso,Danny Ocean,9446,Honduras
2,Felices los 4,Maluma,8848,Honduras
3,Ahora Dice,Chris Jeday,7705,Honduras
4,Despacito - Remix,Luis Fonsi,7648,Honduras
5,Sigo Extrañándote,J Balvin,7295,Honduras
6,Shape of You,Ed Sheeran,7251,Honduras
7,Despacito (Featuring Daddy Yankee),Luis Fonsi,7109,Honduras
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,6240,Honduras
9,Escápate Conmigo,Wisin,6085,Honduras
10,El Amante,Nicky Jam,5694,Honduras
1,Felices los 4,Maluma,12509,Guatemala
2,Me Rehúso,Danny Ocean,11830,Guatemala
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,10348,Guatemala
4,Despacito - Remix,Luis Fonsi,10171,Guatemala
5,Ahora Dice,Chris Jeday,9679,Guatemala
6,Escápate Conmigo,Wisin,9340,Guatemala
7,Sigo Extrañándote,J Balvin,9145,Guatemala
8,El Amante,Nicky Jam,8671,Guatemala
9,Shape of You,Ed Sheeran,8054,Guatemala
10,Otra Vez (feat. J Balvin),Zion & Lennox,8001,Guatemala
1,Despacito - Remix,Luis Fonsi,33017,Switzerland
2,Shape of You,Ed Sheeran,29309,Switzerland
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,25227,Switzerland
4,I'm the One,DJ Khaled,22653,Switzerland
5,It Ain't Me (with Selena Gomez),Kygo,21612,Switzerland
6,Something Just Like This,The Chainsmokers,20551,Switzerland
7,Mask Off,Future,19054,Switzerland
8,Symphony (feat. Zara Larsson),Clean Bandit,18924,Switzerland
9,Stay (with Alessia Cara),Zedd,16483,Switzerland
10,HUMBLE.,Kendrick Lamar,16254,Switzerland
1,Despacito - Remix,Luis Fonsi,10328,Hungary
2,Shape of You,Ed Sheeran,9722,Hungary
3,It Ain't Me (with Selena Gomez),Kygo,8103,Hungary
4,Symphony (feat. Zara Larsson),Clean Bandit,7612,Hungary
5,Something Just Like This,The Chainsmokers,6876,Hungary
6,I'm the One,DJ Khaled,6506,Hungary
7,There's Nothing Holdin' Me Back,Shawn Mendes,6477,Hungary
8,Believer,Imagine Dragons,6311,Hungary
9,Stay (with Alessia Cara),Zedd,6276,Hungary
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,5524,Hungary
1,I'm the One,DJ Khaled,255411,Canada
2,Despacito - Remix,Luis Fonsi,222176,Canada
3,HUMBLE.,Kendrick Lamar,214622,Canada
4,Shape of You,Ed Sheeran,145707,Canada
5,Mask Off,Future,142968,Canada
6,DNA.,Kendrick Lamar,136061,Canada
7,Passionfruit,Drake,129748,Canada
8,Unforgettable,French Montana,125340,Canada
9,XO TOUR Llif3,Lil Uzi Vert,120586,Canada
10,It Ain't Me (with Selena Gomez),Kygo,118066,Canada
1,Despacito - Remix,Luis Fonsi,75516,Peru
2,Felices los 4,Maluma,70655,Peru
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,69099,Peru
4,Me Rehúso,Danny Ocean,66459,Peru
5,Shape of You,Ed Sheeran,57382,Peru
6,El Amante,Nicky Jam,49454,Peru
7,SUBEME LA RADIO,Enrique Iglesias,45849,Peru
8,Ahora Dice,Chris Jeday,44668,Peru
9,Escápate Conmigo,Wisin,42832,Peru
10,La Rompe Corazones,Daddy Yankee,39783,Peru
1,Shape of You,Ed Sheeran,37739,Belgium
2,Despacito - Remix,Luis Fonsi,31470,Belgium
3,Symphony (feat. Zara Larsson),Clean Bandit,28784,Belgium
4,Habiba,Boef,28040,Belgium
5,It Ain't Me (with Selena Gomez),Kygo,27797,Belgium
6,Something Just Like This,The Chainsmokers,27665,Belgium
7,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,26003,Belgium
8,HUMBLE.,Kendrick Lamar,24719,Belgium
9,Stay (with Alessia Cara),Zedd,24301,Belgium
10,I'm the One,DJ Khaled,23599,Belgium
1,Shape of You,Ed Sheeran,42600,Malaysia
2,Despacito - Remix,Luis Fonsi,40143,Malaysia
3,Something Just Like This,The Chainsmokers,40036,Malaysia
4,Attention,Charlie Puth,32122,Malaysia
5,Good Life (with G-Eazy & Kehlani),G-Eazy,31758,Malaysia
6,That's What I Like,Bruno Mars,31032,Malaysia
7,It Ain't Me (with Selena Gomez),Kygo,28940,Malaysia
8,Stay (with Alessia Cara),Zedd,27535,Malaysia
9,Symphony (feat. Zara Larsson),Clean Bandit,26163,Malaysia
10,There's Nothing Holdin' Me Back,Shawn Mendes,23837,Malaysia
1,Despacito - Remix,Luis Fonsi,176158,Denmark
2,I'm the One,DJ Khaled,143866,Denmark
3,Mamacita,KESI,93637,Denmark
4,Shape of You,Ed Sheeran,79622,Denmark
5,De Snakker,NODE,71803,Denmark
6,La Varrio (El Barrio),Gilli,69549,Denmark
7,Galway Girl,Ed Sheeran,69261,Denmark
8,There's Nothing Holdin' Me Back,Shawn Mendes,68968,Denmark
9,Deja Vu,Scarlet Pleasure,68225,Denmark
10,Passionfruit,Drake,65208,Denmark
1,Felices los 4,Maluma,10822,Bolivia
2,Despacito - Remix,Luis Fonsi,7664,Bolivia
3,Me Rehúso,Danny Ocean,7330,Bolivia
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,6305,Bolivia
5,Shape of You,Ed Sheeran,5980,Bolivia
6,El Amante,Nicky Jam,5129,Bolivia
7,SUBEME LA RADIO,Enrique Iglesias,4920,Bolivia
8,Hey DJ,CNCO,4682,Bolivia
9,Sigo Extrañándote,J Balvin,4552,Bolivia
10,Escápate Conmigo,Wisin,4432,Bolivia
1,Shape of You,Ed Sheeran,47980,Poland
2,Despacito - Remix,Luis Fonsi,43015,Poland
3,It Ain't Me (with Selena Gomez),Kygo,34548,Poland
4,Something Just Like This,The Chainsmokers,33041,Poland
5,Believer,Imagine Dragons,31082,Poland
6,Symphony (feat. Zara Larsson),Clean Bandit,30825,Poland
7,There's Nothing Holdin' Me Back,Shawn Mendes,28534,Poland
8,HUMBLE.,Kendrick Lamar,26982,Poland
9,I'm the One,DJ Khaled,26975,Poland
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,26416,Poland
1,Despacito - Remix,Luis Fonsi,21759,Austria
2,Shape of You,Ed Sheeran,16827,Austria
3,It Ain't Me (with Selena Gomez),Kygo,15535,Austria
4,Something Just Like This,The Chainsmokers,15057,Austria
5,I'm the One,DJ Khaled,14637,Austria
6,Stay (with Alessia Cara),Zedd,13789,Austria
7,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,13717,Austria
8,Despacito (Featuring Daddy Yankee),Luis Fonsi,13390,Austria
9,Symphony (feat. Zara Larsson),Clean Bandit,13075,Austria
10,Believer,Imagine Dragons,12355,Austria
1,Despacito - Remix,Luis Fonsi,28732,Portugal
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,26965,Portugal
3,Shape of You,Ed Sheeran,25204,Portugal
4,HUMBLE.,Kendrick Lamar,22753,Portugal
5,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,20247,Portugal
6,I'm the One,DJ Khaled,19670,Portugal
7,Something Just Like This,The Chainsmokers,18679,Portugal
8,Cold,Maroon 5,17756,Portugal
9,It Ain't Me (with Selena Gomez),Kygo,17481,Portugal
10,Stay (with Alessia Cara),Zedd,17397,Portugal
1,Despacito - Remix,Luis Fonsi,379691,Sweden
2,Symphony (feat. Zara Larsson),Clean Bandit,198534,Sweden
3,Shape of You,Ed Sheeran,193403,Sweden
4,I'm the One,DJ Khaled,186288,Sweden
5,Something Just Like This,The Chainsmokers,153040,Sweden
6,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,152829,Sweden
7,It Ain't Me (with Selena Gomez),Kygo,147787,Sweden
8,Gift,Hov1,139090,Sweden
9,Galway Girl,Ed Sheeran,132726,Sweden
10,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,122378,Sweden
1,Felices los 4,Maluma,578109,Mexico
2,Me Rehúso,Danny Ocean,488157,Mexico
3,Despacito - Remix,Luis Fonsi,409783,Mexico
4,Despacito (Featuring Daddy Yankee),Luis Fonsi,369548,Mexico
5,Shape of You,Ed Sheeran,310174,Mexico
6,El Amante,Nicky Jam,292018,Mexico
7,Sigo Extrañándote,J Balvin,276490,Mexico
8,SUBEME LA RADIO,Enrique Iglesias,263046,Mexico
9,Escápate Conmigo,Wisin,250332,Mexico
10,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,244772,Mexico
1,Despacito - Remix,Luis Fonsi,9536,Panama
2,Despacito (Featuring Daddy Yankee),Luis Fonsi,7458,Panama
3,Shape of You,Ed Sheeran,7106,Panama
4,Ahora Dice,Chris Jeday,7074,Panama
5,Felices los 4,Maluma,6542,Panama
6,Me Rehúso,Danny Ocean,6501,Panama
7,El Amante,Nicky Jam,6379,Panama
8,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,5824,Panama
9,SUBEME LA RADIO,Enrique Iglesias,5762,Panama
10,Báilame,Nacho,5758,Panama
1,Despacito - Remix,Luis Fonsi,13716,Uruguay
2,Felices los 4,Maluma,13381,Uruguay
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,10977,Uruguay
4,SUBEME LA RADIO,Enrique Iglesias,10226,Uruguay
5,Shape of You,Ed Sheeran,9908,Uruguay
6,El Amante,Nicky Jam,9202,Uruguay
7,Una y Otra Vez,Rombai,9080,Uruguay
8,Me Rehúso,Danny Ocean,8061,Uruguay
9,La Rompe Corazones,Daddy Yankee,7750,Uruguay
10,Ahora Dice,Chris Jeday,7550,Uruguay
1,Despacito - Remix,Luis Fonsi,15183,Iceland
2,Fullir Vasar,Aron Can,7463,Iceland
3,I'm the One,DJ Khaled,7370,Iceland
4,HUMBLE.,Kendrick Lamar,6786,Iceland
5,Ínótt,Aron Can,6592,Iceland
6,Sleikir Á Þér Varirnar Og Blikkar,Aron Can,5894,Iceland
7,Eftir 12,Aron Can,4576,Iceland
8,Shape of You,Ed Sheeran,4467,Iceland
9,Mask Off,Future,4437,Iceland
10,Ekki Eins Og Þeir (Interlude),Aron Can,4367,Iceland
1,Despacito - Remix,Luis Fonsi,240980,Spain
2,Me Rehúso,Danny Ocean,235320,Spain
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,230205,Spain
4,SUBEME LA RADIO,Enrique Iglesias,223226,Spain
5,Felices los 4,Maluma,212690,Spain
6,Shape of You,Ed Sheeran,206505,Spain
7,Me Enamoré,Shakira,194433,Spain
8,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,175122,Spain
9,El Amante,Nicky Jam,164660,Spain
10,Lumbra,Cali Y El Dandee,155111,Spain
1,Shape of You,Ed Sheeran,12580,Czech Republic
2,Despacito - Remix,Luis Fonsi,9739,Czech Republic
3,Something Just Like This,The Chainsmokers,9408,Czech Republic
4,It Ain't Me (with Selena Gomez),Kygo,9011,Czech Republic
5,I'm the One,DJ Khaled,8892,Czech Republic
6,Symphony (feat. Zara Larsson),Clean Bandit,8118,Czech Republic
7,Stay (with Alessia Cara),Zedd,8025,Czech Republic
8,Believer,Imagine Dragons,7551,Czech Republic
9,There's Nothing Holdin' Me Back,Shawn Mendes,7235,Czech Republic
10,Good Life (with G-Eazy & Kehlani),G-Eazy,6387,Czech Republic
1,Despacito - Remix,Luis Fonsi,38797,Ireland
2,Symphony (feat. Zara Larsson),Clean Bandit,37854,Ireland
3,Shape of You,Ed Sheeran,32450,Ireland
4,It Ain't Me (with Selena Gomez),Kygo,31765,Ireland
5,I'm the One,DJ Khaled,31171,Ireland
6,Passionfruit,Drake,29536,Ireland
7,There's Nothing Holdin' Me Back,Shawn Mendes,29079,Ireland
8,Galway Girl,Ed Sheeran,27865,Ireland
9,Stay (with Alessia Cara),Zedd,27640,Ireland
10,HUMBLE.,Kendrick Lamar,27562,Ireland
1,Despacito - Remix,Luis Fonsi,233475,Netherlands
2,Alleen,Lil' Kleine,223034,Netherlands
3,Habiba,Boef,191302,Netherlands
4,Shape of You,Ed Sheeran,183763,Netherlands
5,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,183699,Netherlands
6,Symphony (feat. Zara Larsson),Clean Bandit,176894,Netherlands
7,I'm the One,DJ Khaled,161021,Netherlands
8,It Ain't Me (with Selena Gomez),Kygo,150878,Netherlands
9,Weak,AJR,142826,Netherlands
10,Something Just Like This,The Chainsmokers,129591,Netherlands
1,Despacito - Remix,Luis Fonsi,4129,Slovakia
2,Shape of You,Ed Sheeran,3840,Slovakia
3,It Ain't Me (with Selena Gomez),Kygo,3389,Slovakia
4,I'm the One,DJ Khaled,3004,Slovakia
5,Something Just Like This,The Chainsmokers,2927,Slovakia
6,Symphony (feat. Zara Larsson),Clean Bandit,2862,Slovakia
7,There's Nothing Holdin' Me Back,Shawn Mendes,2771,Slovakia
8,Stay (with Alessia Cara),Zedd,2613,Slovakia
9,HUMBLE.,Kendrick Lamar,2603,Slovakia
10,Despacito (Featuring Daddy Yankee),Luis Fonsi,2406,Slovakia
1,Me Rehúso,Danny Ocean,56326,Colombia
2,Despacito - Remix,Luis Fonsi,49686,Colombia
3,Shape of You,Ed Sheeran,49027,Colombia
4,Una Lady Como Tú,Manuel Turizo,46889,Colombia
5,Felices los 4,Maluma,46255,Colombia
6,El Amante,Nicky Jam,43435,Colombia
7,Despacito (Featuring Daddy Yankee),Luis Fonsi,42069,Colombia
8,Ahora Dice,Chris Jeday,42048,Colombia
9,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,34915,Colombia
10,Sigo Extrañándote,J Balvin,34729,Colombia
1,Despacito - Remix,Luis Fonsi,52281,Singapore
2,Shape of You,Ed Sheeran,50954,Singapore
3,Something Just Like This,The Chainsmokers,49635,Singapore
4,Symphony (feat. Zara Larsson),Clean Bandit,37716,Singapore
5,That's What I Like,Bruno Mars,35139,Singapore
6,Stay (with Alessia Cara),Zedd,33904,Singapore
7,It Ain't Me (with Selena Gomez),Kygo,33525,Singapore
8,There's Nothing Holdin' Me Back,Shawn Mendes,32696,Singapore
9,Good Life (with G-Eazy & Kehlani),G-Eazy,31644,Singapore
10,Attention,Charlie Puth,31530,Singapore
1,Something Just Like This,The Chainsmokers,82329,Indonesia
2,Shape of You,Ed Sheeran,77820,Indonesia
3,Good Life (with G-Eazy & Kehlani),G-Eazy,71446,Indonesia
4,Symphony (feat. Zara Larsson),Clean Bandit,70342,Indonesia
5,Despacito - Remix,Luis Fonsi,69909,Indonesia
6,That's What I Like,Bruno Mars,68162,Indonesia
7,Asal Kau Bahagia,Armada,59990,Indonesia
8,Stay (with Alessia Cara),Zedd,59721,Indonesia
9,It Ain't Me (with Selena Gomez),Kygo,52881,Indonesia
10,Scared to Be Lonely,Martin Garrix,45754,Indonesia
1,Ahora Dice,Chris Jeday,12229,Dominican Republic
2,Despacito - Remix,Luis Fonsi,9829,Dominican Republic
3,Despacito (Featuring Daddy Yankee),Luis Fonsi,9207,Dominican Republic
4,Felices los 4,Maluma,8843,Dominican Republic
5,Escápate Conmigo,Wisin,7583,Dominican Republic
6,Si Tu Novio Te Deja Sola,J Balvin,7436,Dominican Republic
7,Shape of You,Ed Sheeran,7280,Dominican Republic
8,Me Rehúso,Danny Ocean,6663,Dominican Republic
9,El Amante,Nicky Jam,6541,Dominican Republic
10,Tu Foto,Ozuna,6379,Dominican Republic
1,Despacito - Remix,Luis Fonsi,2347,Luxembourg
2,Shape of You,Ed Sheeran,2180,Luxembourg
3,I'm the One,DJ Khaled,1773,Luxembourg
4,Mask Off,Future,1562,Luxembourg
5,It Ain't Me (with Selena Gomez),Kygo,1469,Luxembourg
6,Something Just Like This,The Chainsmokers,1446,Luxembourg
7,Despacito (Featuring Daddy Yankee),Luis Fonsi,1389,Luxembourg
8,HUMBLE.,Kendrick Lamar,1346,Luxembourg
9,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,1321,Luxembourg
10,Symphony (feat. Zara Larsson),Clean Bandit,1266,Luxembourg
1,I'm the One,DJ Khaled,452694,United Kingdom
2,Symphony (feat. Zara Larsson),Clean Bandit,391831,United Kingdom
3,Shape of You,Ed Sheeran,360307,United Kingdom
4,Galway Girl,Ed Sheeran,329630,United Kingdom
5,Passionfruit,Drake,319725,United Kingdom
6,Despacito - Remix,Luis Fonsi,312065,United Kingdom
7,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,289852,United Kingdom
8,Stay (with Alessia Cara),Zedd,273332,United Kingdom
9,There's Nothing Holdin' Me Back,Shawn Mendes,269740,United Kingdom
10,HUMBLE.,Kendrick Lamar,263590,United Kingdom
1,Felices los 4,Maluma,13943,Paraguay
2,Me Rehúso,Danny Ocean,13502,Paraguay
3,Escápate Conmigo,Wisin,10749,Paraguay
4,Despacito - Remix,Luis Fonsi,10649,Paraguay
