Position,Track,Artist,Streams,ADMIN
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,88335,Australia
5,Call On Me - Ryan Riback Extended Remix,Starley,83729,Australia
6,Say You Won't Let Go,James Arthur,81542,Australia
7,I Feel It Coming,The Weeknd,81455,Australia
8,Sexual,NEIKED,80609,Australia
9,Let Me Love You,DJ Snake,75363,Australia
10,The Mack,Nevada,74950,Australia
1,Starboy,The Weeknd,2059,Latvia
2,Closer,The Chainsmokers,1775,Latvia
3,Let Me Love You,DJ Snake,1522,Latvia
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,1475,Latvia
5,Black Beatles,Rae Sremmurd,1442,Latvia
6,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,1411,Latvia
7,I Feel It Coming,The Weeknd,1372,Latvia
8,Say You Won't Let Go,James Arthur,1366,Latvia
9,Fake Love,Drake,1255,Latvia
10,One Dance,Drake,1232,Latvia
1,Starboy,The Weeknd,4209,Greece
2,Let Me Love You,DJ Snake,2467,Greece
3,Closer,The Chainsmokers,2450,Greece
4,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2183,Greece
5,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2045,Greece
6,One Dance,Drake,2006,Greece
7,Fake Love,Drake,1938,Greece
8,Black Beatles,Rae Sremmurd,1936,Greece
9,I Feel It Coming,The Weeknd,1861,Greece
10,Don't Wanna Know,Maroon 5,1836,Greece
1,Closer,The Chainsmokers,12831,Hong Kong
2,Starboy,The Weeknd,9626,Hong Kong
3,Let Me Love You,DJ Snake,9499,Hong Kong
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,8210,Hong Kong
5,Don't Wanna Know,Maroon 5,7606,Hong Kong
6,24K Magic,Bruno Mars,6840,Hong Kong
7,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,6797,Hong Kong
8,Bad Things (with Camila Cabello),Machine Gun Kelly,6730,Hong Kong
9,Say You Won't Let Go,James Arthur,6729,Hong Kong
10,I Feel It Coming,The Weeknd,6608,Hong Kong
