"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12"
97564,"94109","San Francisco","CA","San Francisco","San Francisco",7,336800,337400,337700,338200,339700,340400,339700,338900,338300,340000,345800,350600,351300,352600,357300,363900,370600,374300,375600,381000,389500,395400,400800,409000,414600,418500,424200,430500,437500,448900,460300,461900,461900,466200,470500,470500,473100,480000,487800,496000,506900,516300,522900,533700,549400,564600,577300,592200,610400,626700,640600,654400,663500,664700,670100,679000,676500,663100,656800,658700,661300,661100,658700,653900,646800,641500,636300,630300,628500,633500,637300,640700,647900,655500,662500,670800,677500,688000,698400,701000,698900,697600,691700,684500,680900,684900,692100,697400,704100,710600,717500,732800,755200,775700,790300,799000,800700,796800,789400,781100,774800,776200,784000,791300,796100,802700,814700,829800,840500,846200,851700,860500,867500,868300,866700,866500,866600,865000,864700,862200,859500,857400,855900,854100,857500,862500,865800,865200,867100,873800,879800,881500,886200,892300,893700,893000,894100,894400,893000,890900,887600,884700,884700,885700,886700,890900,898100,898900,889000,875400,862800,850600,841500,834300,823700,808100,791300,775100,761600,758100,761100,764700,764900,767700,762800,753900,749300,752000,749700,748300,750300,753700,756900,759200,759900,758300,757000,756100,751500,749100,750500,751200,748400,744800,738700,734500,734800,739600,746800,751100,753900,760800,774300,789700,802200,812900,824200,836000,846700,857100,868300,876000,882800,890000,898700,904400,910600,915300,927500,945200,958400,961400,965800,979100,1001400,1023700,1038300,1047900,1059000,1068700,1074800,1073600,1080500,1094600,1106400,1117300,1140900,1166300,1194300,1222100,1246100,1259600,1261300,1259500,1260800,1257200,1259700,1274000,1282000,1274800,1258300,1243600,1234800,1230500,1231400,1234800,1236000,1245400,1258100,1262300,1254000,1247300,1247500,1252600,1255800,1264800,1273600,1283000,1292500,1302000,1309800
96107,"90250","Hawthorne","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",12,135400,135000,133800,132500,131300,130200,129400,129100,129600,130600,131600,132600,133900,135100,135700,136000,136400,136700,136000,134500,133900,134100,134200,134400,135300,136800,138500,139900,141600,143300,145200,146800,148300,149900,151500,152300,152100,151800,152100,153200,154100,155300,156800,158500,160000,162500,164600,164900,164500,164600,165700,168200,171800,174200,175200,175000,174200,174200,175700,178400,181600,185200,187900,189200,189500,191000,194700,200900,206800,211300,214500,216800,218200,221000,223400,224400,225900,228500,232400,237800,243800,247900,251600,255800,260600,264500,268600,274300,279900,284300,288100,293100,299000,305100,311800,321100,330900,339100,347300,357200,367300,375600,381200,385400,389300,392700,397400,404300,411200,418100,427400,438000,448600,458800,466800,470600,472900,475400,477300,477800,479400,483300,487300,489300,489800,489600,489800,490300,488500,487200,487300,487200,486700,486100,482200,476600,471200,467500,465400,462400,454600,444900,437100,429800,421500,413700,406100,398400,391100,384100,378200,374100,367800,360500,355100,351000,345600,339000,333000,329800,329000,328300,326100,321900,328800,343500,351500,349300,347100,342300,335700,327800,321800,319700,320200,320700,318900,315300,312600,311300,309000,308800,312700,317900,319900,318400,315900,315400,314600,311500,308000,306500,307100,310600,315500,318300,318500,317500,315400,313300,314200,318700,324100,332500,345400,359100,367500,372000,376900,382000,386100,389000,390700,390900,393200,395800,397200,398100,398800,398700,399700,402900,406900,409400,410700,412300,415100,417200,418900,421500,424600,430500,438200,442700,444600,447700,448600,448600,451800,457600,463500,467600,470600,473000,473100,477700,492200,509600,520400,526000,530300,535800,534100,525400,520300,523500,529300,534200,536300,540000,543800
96027,"90046","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",19,206600,207600,208700,209300,209400,210400,212200,214600,217800,220400,222100,224000,226400,229400,232200,234300,236500,239400,242900,246800,251500,258300,265000,268700,269700,271100,273300,277400,282300,288100,292300,294600,295000,295400,297500,300400,303100,307000,312800,317000,319900,320400,319200,318600,320400,323100,326800,332000,340200,347000,349600,351800,357400,364100,371000,377600,383700,387400,387800,386000,383600,383300,384800,387800,390200,392600,395200,399200,403800,408700,416000,425600,433600,437800,443600,452800,464100,475500,486100,492800,497200,503000,510500,518500,525800,531400,537100,545500,555000,565500,577700,589500,598300,607900,618600,627200,639600,658300,675400,684200,687600,690700,693800,700700,715500,732400,740600,746600,753900,764500,777900,792000,799700,802100,808300,818700,824700,823800,826400,836200,847400,852600,849700,843200,836100,829300,823400,822200,821400,820400,821600,826800,831300,831900,829700,829300,831500,831000,826700,817500,807700,800400,794700,782200,766500,756400,749800,741400,733700,730300,729300,728400,726700,724400,721300,716300,710600,704100,700000,701400,705400,710100,712700,709400,700200,697300,698200,694900,684000,672400,666400,665800,661600,655600,650900,645800,643300,644500,643800,640400,636300,631200,622900,610300,605000,606400,606600,603000,600300,595700,592300,594400,602600,609600,617300,628000,637400,638500,635800,642700,659400,669500,674500,684200,698500,714500,732500,748100,759200,765000,770200,779800,790000,796100,800100,803100,806200,816000,826200,829800,831600,836900,842600,845600,844700,846800,850700,856900,866700,872800,873900,877400,880500,883600,891500,899300,904500,912800,927400,942300,950700,955900,955100,950100,951200,965700,981700,991700,998200,1003600,1005300,1007700,1013400,1018000,1018800,1017900,1017400,1020000,1028100,1037300,1042100
97711,"94501","Alameda","CA","San Francisco","Alameda",40,170600,171200,170700,170000,169700,169500,169500,170300,171500,173100,174600,175100,175300,176600,177800,178200,178600,180300,182900,185800,188000,190400,192700,194500,195200,196900,200200,203900,206900,209200,211100,212700,214100,215100,216000,216700,217500,219400,223200,228900,235100,240300,245000,249300,253800,259700,266700,274400,281700,287500,293900,301300,306800,311500,317600,324300,331000,337600,343900,348500,349700,348700,346700,344700,344700,345800,345800,345000,344600,344500,344500,344800,348700,356100,360600,362100,364100,366600,369600,372200,373800,376400,381000,386700,392500,397300,400200,403900,409400,416200,423000,431100,438700,444700,451100,460100,468800,477500,487800,498200,505500,509300,510100,512000,518800,526700,531800,535000,538900,541600,544900,548200,550300,554100,561300,567300,570000,571800,573700,574500,574900,576200,576800,576700,578400,580900,581800,581500,580700,580600,582100,585100,586800,586300,586100,586500,585400,582200,577900,572400,564800,556900,549500,540800,531100,522100,513600,507300,504200,502300,500200,498100,496100,494800,494200,493000,489200,484500,479900,476700,474400,470100,465200,462200,467400,475600,479000,476400,474300,475100,479200,480900,476900,473300,472500,472600,465800,457100,451800,447700,441700,437200,433400,430300,429300,428400,427200,426000,425500,423600,420600,420100,424700,431100,435800,438900,443500,452600,464800,477800,487900,493500,497500,508300,525500,540900,553000,564100,571000,573600,573700,572300,571900,576500,583000,588300,592100,592000,590100,591700,598800,606000,611500,616200,622600,630400,641100,652500,659200,665500,674600,682000,686500,693100,700300,705000,712000,723400,734400,741500,746300,749600,752900,756400,761200,763500,762700,762300,764300,767700,772400,775800,778300,783200,789100,794600,799000,803300,809200,818500,826400
97565,"94110","San Francisco","CA","San Francisco","San Francisco",44,,,,,,,,,,,236000,238200,238300,238700,239500,241600,243900,246500,249700,253200,257100,262000,266600,269900,272100,274200,276200,278100,280200,282800,286800,292400,298400,303100,304800,303900,303600,306500,311000,318300,328100,339900,352000,363600,372300,381100,392400,404900,416000,424200,432200,441200,449300,455200,460500,464100,466500,470900,478400,486100,488100,483500,478900,478300,479000,478300,474000,471000,473300,477800,479400,481000,488400,505700,524400,537000,544200,549700,552700,554800,554500,552300,549600,546200,541200,535800,529900,524100,521500,521600,524900,532600,543600,553700,562700,571400,581100,592800,605600,615500,623100,632500,646800,657600,663200,669700,682600,699700,716400,730100,740100,747600,753900,761000,767700,775100,781100,782500,779300,776200,776800,773900,767700,764900,765700,762900,755300,745600,734100,725900,727600,736100,740900,745200,753800,764200,771400,777500,782300,785500,784900,784500,782500,774900,761700,749300,737500,726700,717900,709800,702700,698300,693100,685000,676600,669100,660500,651000,642700,639000,638900,638000,637800,639300,657200,684000,698800,696400,693200,689800,689500,689400,689900,693100,695300,693400,687900,681700,676500,675300,679400,685800,688200,686600,683500,681200,682700,684800,683600,680400,678200,678100,683400,692500,703200,715700,729200,742100,752800,761500,765200,769300,776100,787800,803400,824300,844600,860300,872800,887100,900500,911000,918800,929600,951200,980900,1003400,1019100,1035500,1047700,1056800,1064000,1067200,1067600,1075200,1087500,1105200,1127200,1143800,1150400,1151800,1154100,1154600,1152900,1153300,1158900,1164300,1170700,1176400,1176400,1174800,1175700,1175400,1178200,1188400,1198300,1208200,1229000,1252200,1261800,1266000,1276100,1286300,1292700,1300700,1311500,1316500,1319200,1333500,1362500,1385800
96015,"90034","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",46,179900,177500,175600,175200,175300,175400,175100,174600,174900,176700,178300,178800,179400,181400,182900,183400,183700,184400,185900,188700,192200,195800,198200,199400,200500,202200,205300,209600,212500,215000,219900,225800,229700,233000,235400,237000,237400,238000,237500,237400,239400,243300,246700,249600,252000,253800,254700,254900,257400,263800,274200,284400,289700,289400,288300,288100,289100,290800,296600,304700,310300,310800,309300,309200,313500,318200,320200,321100,322200,324100,329000,337000,345600,352800,357500,359000,360300,365300,373000,381500,390100,397900,403000,408700,415300,421600,427600,435200,444700,455200,463300,469000,476100,484800,493800,503600,515900,529700,541000,551600,561900,571700,580900,588300,594200,601400,610200,616400,621100,626300,632800,640600,649100,655900,662600,671300,679400,684200,685800,686500,687200,688400,691400,691500,685700,680700,678800,678200,676300,674000,673300,674500,675800,677800,681300,687000,691600,690900,687900,684200,680300,673900,665100,655000,645300,637000,629100,619500,609500,601500,595100,590300,585400,580700,576600,571900,566000,558300,552800,552100,553700,553800,553700,557200,566700,578600,584500,580100,574800,575400,574500,570000,569800,574600,577300,573000,564300,558400,556400,557000,557500,554000,546300,538800,532100,528400,527100,526100,524700,523600,522400,522900,525500,531600,539800,545300,549300,553100,556900,561300,567800,573300,583800,602000,618700,630200,642700,656700,667200,674200,678500,681900,684500,685200,686000,688400,691400,694300,698200,703400,707200,707400,710400,718800,728800,738300,746000,750900,756000,759600,759900,762400,766600,772300,780100,788500,792700,795100,798900,805700,813500,819500,835300,853900,863700,866600,873800,879300,884600,891400,898700,903100,907600,913800,916400,916900,922800,932100,937900,945100,955600
96025,"90044","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",51,107200,107500,107900,108100,108100,108200,108500,108500,108500,108800,109400,110100,110400,111000,111900,112600,113200,113500,114000,114700,115400,116100,116700,117400,118300,119400,119900,119900,120100,120800,121300,121500,121200,120900,121100,121200,120700,120100,119700,119800,120300,120400,120300,120800,121900,122600,123200,123500,123600,123900,125300,126800,127300,127700,128800,129700,130300,131300,132600,133900,134600,134700,134300,134400,134800,135400,136100,136800,137700,138900,140100,141600,143500,145300,146400,147200,148300,149900,151500,153100,155200,157900,160500,163200,165800,167900,169700,171400,173000,174900,177400,180100,183000,186300,190600,195600,201300,207900,214500,222000,230600,238900,246900,254800,262100,268700,274900,282000,290400,299800,309000,317500,325400,334000,342700,351300,358100,362400,365000,367000,369400,373900,381600,390300,396400,399600,401600,403700,404600,405400,407300,410100,412100,412700,411800,410800,409900,408500,405600,401900,396200,389200,381700,373400,362700,351200,338000,324200,311800,301600,291700,281600,269900,258200,247800,238200,228100,217400,206900,199500,194100,189300,185700,182600,185500,193200,197400,195100,193500,195100,198200,198800,198600,198900,198800,199000,198400,195800,194900,197200,200300,201400,201600,201600,201500,200800,200100,198700,197200,195900,195000,194900,195900,197700,201400,205300,207000,207500,209100,212000,214400,216300,219800,224500,228000,230900,233300,236100,239900,244300,247400,250500,252600,253500,254700,258900,263100,265500,265900,267200,270000,272900,274100,275600,277900,281600,285000,287100,289300,292400,294700,297400,300800,304400,309000,313800,315800,317200,320100,323600,326100,327400,332800,341000,345500,347200,351700,355600,358400,360900,363900,367200,370600,375000,377400,376900,378400,383500,387500,390000,392000
96193,"90650","Norwalk","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",53,126400,126000,125600,125600,125100,124600,124500,125000,125600,126300,126700,126900,126800,126900,126400,125300,124100,123500,123300,123400,123500,124000,124800,125500,125900,126200,126600,127300,128100,128700,129900,131300,131900,131900,132200,132700,133300,134100,134900,135800,136800,137400,137600,138400,139800,141400,142600,143600,144400,145700,147200,147800,147600,147500,148100,149100,150600,152900,155500,157400,159000,160900,162800,164200,165900,168300,170900,173000,174600,176300,178200,180200,182100,183800,185200,187100,190400,195100,200100,204600,208900,212400,215300,218500,221700,224500,228300,233600,238400,241600,243000,243700,245900,251000,257700,265400,274000,282300,289700,297500,305700,313900,321700,328800,334900,339800,344100,348900,354500,362000,370900,379300,386200,392200,399100,407600,415200,419300,422800,427500,431600,434800,438800,441700,442500,441600,439700,437900,435800,434000,433600,433500,432800,431200,428700,425000,421200,416700,412200,406800,398900,390000,379500,367200,354200,341000,325400,311700,302000,294700,287500,280600,273300,266300,260100,253900,246700,239100,232400,227700,225300,224600,224800,224800,227600,233000,236900,237100,239000,243300,248600,252200,253900,252700,250800,249500,248900,247500,245700,244600,244200,243900,243600,242300,240200,238400,237500,236700,235600,234400,233400,234800,236800,237600,238100,240300,241400,242700,244700,248000,250700,253000,256700,262800,267900,273100,279200,284400,289300,294100,297200,298800,300200,301800,304700,308300,312300,315900,318800,321200,323500,325600,327400,329700,331800,334500,337800,340100,341600,343800,346200,348700,351100,353000,355300,358400,361500,364400,367900,371000,373800,375100,377400,380300,382700,384000,386800,390100,393400,396300,399100,401800,404000,406600,409100,410700,414000,420100,426000,430100,432800
96239,"90805","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",54,112200,112700,113300,113900,114400,114700,114700,114600,114700,115200,115700,116100,116000,115600,115100,114900,114400,114000,114100,114600,115200,116100,116900,117400,117600,117500,117200,116900,116700,117100,118000,118800,119600,120100,120500,121300,122400,123400,124400,125600,127000,128200,129200,129800,130300,131000,132300,133600,134900,136200,137900,139300,140200,140800,141600,142500,143400,144500,146100,147500,148800,150400,151800,152900,153800,155100,156400,157900,159700,162200,165000,167600,169900,172200,174300,176200,178100,180300,182500,185300,188900,192700,196000,199300,202900,206300,209800,214100,219300,224500,229000,233500,238500,243800,249500,255600,262400,269900,278200,287200,296100,303800,311000,317900,324500,330900,337500,344200,350100,355900,361800,367800,373500,380200,388100,396200,402000,404900,406400,408700,412900,418900,425400,429900,431700,431800,431000,430000,428500,426500,425400,425700,425800,424900,422900,419400,415000,410800,406900,401600,394200,386000,377200,367800,357100,345200,331600,318500,307200,297400,287800,278500,269100,259900,251300,243200,234600,225700,218400,214100,212000,211200,211400,211500,215000,221900,227500,228900,230400,232400,233400,234400,236500,238400,239400,240300,239800,237600,236200,235700,234400,233100,233900,234600,232600,228800,225600,224000,222800,221800,221700,223400,225700,228100,230300,232300,234400,236600,238800,242000,246100,249100,251600,255300,260500,266100,271700,276800,282400,288200,293000,295100,295400,296600,298400,299900,302200,306100,309500,311800,313400,314000,314200,314700,316100,319300,323700,327200,330100,332900,335600,337700,339500,342000,344700,346700,348200,350000,353100,357800,362200,364900,367400,369700,371200,372500,375100,379700,383800,385300,386400,389600,392900,395700,397700,399100,401600,405600,409300,413200,417100
96990,"92683","Westminster","CA","Los Angeles-Long Beach-Anaheim","Orange",61,121000,121500,122100,122700,123200,123600,124800,127300,129900,131300,132200,133700,135800,136900,137100,137400,138600,139400,139300,139400,140000,139900,139600,140600,142200,143000,143600,144800,146300,148000,149200,149700,149400,149500,151100,152700,152500,151600,151800,152400,153200,154000,154900,156300,158200,160900,164000,166500,168000,170300,173900,176200,175800,176000,178800,181700,183900,186300,187800,188900,190900,194200,196000,196500,197500,199400,200200,201000,203000,205900,208500,211600,216700,222800,228000,232100,237500,242500,246200,249800,254600,259700,266100,273100,278700,281800,284100,288400,295100,303800,313100,320600,327200,334700,345500,355300,363300,370000,377200,382600,387200,390200,393500,397700,403400,408400,411700,413900,418000,426000,439300,456400,470300,479300,485900,492900,496900,499300,499900,503700,507700,509600,509000,507500,502900,499000,497800,496800,495000,492500,487600,482300,478900,476400,473400,468900,464700,462400,461100,460900,460100,456400,452000,446600,437700,427200,418800,411900,405200,397700,390500,383000,375500,368000,361600,355400,348900,342000,336800,335500,337500,338800,337700,334800,332600,332200,330800,329500,332200,335500,334900,333500,332600,331000,329700,330000,330500,329800,328300,326300,323800,322600,320400,315800,310600,308500,308500,309100,309700,312200,315200,316700,316800,316700,317900,320700,321400,320000,320000,321200,322700,327200,336400,345100,349900,352800,356800,358600,359800,363900,371100,376800,380600,382500,384400,389600,397000,403700,406600,407100,410400,413700,412600,413700,416600,416700,417500,423000,429700,435000,436100,439500,447900,455300,453600,447100,440600,435600,432500,432300,432200,435800,442600,447700,451100,457100,464000,466900,473100,481300,480600,468800,463400,464500,471500,481400,488200,488600,490100,496100,502000
